Latitude,Longitude,Timestamp,Weather,Age,Type_of_Vehicle,Accident_Held
11.03,77.05,2024-07-28 22:06:15,Foggy,60,Bike,Yes
10.93,76.99,2001-06-20 00:53:20,Foggy,60,Bus,No
11.16,77.15,2009-08-12 02:12:07,Rainy,61,Bus,Yes
10.9,77.01,2008-06-27 07:50:15,Foggy,73,Bike,Yes
10.84,77.07,2022-07-27 00:31:02,Windy,25,Bike,No
11.06,77.11,2009-07-20 07:46:47,Clear,58,Bike,No
11.04,77.19,1992-08-04 12:28:46,Windy,37,Truck,No
10.87,77.01,2013-11-18 01:28:43,Stormy,61,Bus,Yes
11.03,77.1,2004-03-25 20:49:44,Foggy,31,Car,No
10.84,76.98,1997-01-22 05:04:46,Clear,25,Auto-rickshaw,Yes
11.14,77.1,2021-02-06 17:45:05,Windy,66,Auto-rickshaw,Yes
10.93,77.13,2019-05-21 22:22:25,Rainy,49,Car,No
11.06,77.12,1997-10-05 00:56:02,Stormy,66,Car,Yes
11.06,77.08,2011-09-13 23:22:37,Clear,68,Truck,No
11.1,77.06,2011-09-20 06:47:44,Stormy,18,Bus,Yes
10.88,76.88,2001-07-26 12:03:59,Stormy,36,Truck,No
10.87,76.83,2023-07-18 11:56:34,Windy,55,Bike,Yes
11.08,77.03,1992-03-09 14:29:52,Windy,35,Car,Yes
10.8,76.98,2010-10-31 20:23:30,Stormy,32,Truck,Yes
10.93,76.86,1999-10-12 00:56:32,Clear,45,Truck,Yes
11.05,76.96,2000-02-01 16:28:02,Rainy,60,Bus,No
10.92,76.91,2022-02-16 12:12:28,Stormy,67,Bike,Yes
11.08,77.15,1998-03-05 17:05:22,Clear,71,Bike,Yes
10.89,77.13,1994-04-26 12:06:37,Clear,40,Truck,No
10.87,76.89,1992-03-25 07:20:13,Foggy,55,Truck,Yes
11.02,77.18,2021-01-25 23:23:00,Stormy,78,Car,Yes
11.1,77.11,2015-04-30 12:06:28,Clear,60,Car,Yes
10.86,76.91,2019-10-31 18:06:45,Windy,63,Car,Yes
11.12,77.01,2015-10-06 00:22:40,Windy,65,Car,No
10.93,76.88,1990-04-06 20:58:40,Windy,57,Auto-rickshaw,Yes
11.19,76.95,2018-05-07 23:57:04,Rainy,47,Truck,No
10.95,77.03,2007-10-19 14:29:48,Windy,26,Bus,Yes
11.01,76.89,1998-06-29 01:20:25,Stormy,45,Auto-rickshaw,Yes
11.11,76.95,2006-02-23 15:43:15,Foggy,65,Auto-rickshaw,Yes
11.07,76.92,1995-10-29 12:23:19,Clear,46,Truck,Yes
11.2,76.83,1998-09-07 09:23:48,Rainy,70,Auto-rickshaw,No
10.83,76.89,2001-07-20 01:20:55,Windy,78,Truck,Yes
11.02,77.15,2008-12-02 20:21:14,Foggy,66,Bus,Yes
10.96,76.81,2023-08-09 11:06:20,Clear,58,Bike,No
11.15,77.18,2004-08-22 08:00:44,Clear,75,Auto-rickshaw,No
10.83,77.03,2003-09-11 02:22:17,Foggy,66,Bus,Yes
10.86,76.84,2000-12-10 01:00:09,Stormy,79,Bike,No
11.08,76.92,2011-11-21 04:39:27,Windy,54,Truck,Yes
11.16,76.9,2020-05-31 11:40:57,Stormy,56,Car,Yes
10.94,77.09,2019-04-06 20:01:48,Clear,71,Auto-rickshaw,Yes
10.9,77.04,2010-11-06 04:56:17,Foggy,18,Truck,Yes
11.2,77.01,2012-04-11 13:15:11,Foggy,48,Truck,No
10.87,77.06,2021-04-12 12:50:43,Windy,69,Auto-rickshaw,No
10.98,76.83,2008-12-11 16:22:12,Windy,44,Bike,Yes
11.02,76.85,2021-05-22 10:17:54,Windy,29,Bus,No
10.96,76.93,2000-02-01 16:28:02,Stormy,39,Bus,No
11.02,77.18,1999-02-12 22:54:44,Windy,73,Truck,No
11.13,76.86,2023-06-28 08:57:14,Foggy,77,Bike,No
10.97,77.07,1994-03-04 09:14:53,Clear,56,Auto-rickshaw,No
11.05,77.07,2012-04-17 02:40:14,Clear,38,Car,Yes
10.88,77.02,2000-08-06 05:51:57,Foggy,24,Auto-rickshaw,No
11.18,77.09,1994-01-11 22:50:26,Rainy,39,Auto-rickshaw,Yes
11.2,76.97,2011-09-08 01:32:43,Foggy,37,Auto-rickshaw,No
10.88,77.02,2007-01-21 11:05:37,Foggy,22,Auto-rickshaw,No
11.07,76.93,2020-09-16 07:59:22,Clear,54,Auto-rickshaw,Yes
11.13,76.89,1997-02-20 10:08:49,Windy,48,Auto-rickshaw,No
10.81,76.81,2006-01-08 22:17:58,Foggy,77,Car,Yes
10.86,77.12,1999-06-14 16:06:05,Rainy,59,Bus,Yes
11.01,77.15,1999-08-13 22:50:59,Foggy,56,Truck,No
11.16,76.83,1991-04-22 20:31:12,Stormy,43,Bike,Yes
10.96,76.81,2006-05-24 05:25:34,Clear,63,Car,Yes
10.87,77.07,2007-01-21 11:05:37,Windy,50,Car,No
10.93,76.98,2008-12-22 07:37:19,Stormy,56,Bus,No
11.08,76.86,2017-03-31 06:25:39,Stormy,72,Auto-rickshaw,Yes
11.0,77.14,2001-07-20 01:20:55,Clear,28,Auto-rickshaw,Yes
11.04,76.95,2009-11-07 20:08:16,Rainy,27,Truck,Yes
11.06,76.85,1999-12-24 04:13:28,Rainy,32,Auto-rickshaw,No
10.81,77.14,2020-06-08 08:20:40,Foggy,37,Truck,Yes
11.1,77.18,2020-12-06 01:22:51,Stormy,38,Bike,Yes
10.98,77.16,2005-07-09 04:23:28,Stormy,68,Bike,Yes
11.17,77.15,2022-11-24 15:11:49,Stormy,79,Auto-rickshaw,No
11.01,77.14,1999-05-09 02:40:35,Clear,73,Bike,No
11.18,76.82,2006-04-13 20:26:32,Stormy,28,Car,Yes
10.81,76.82,2013-11-20 03:03:37,Windy,58,Bus,Yes
10.87,76.87,2024-07-28 22:06:15,Rainy,79,Bus,Yes
11.19,77.04,2017-04-25 08:15:29,Windy,55,Bus,Yes
10.86,76.96,1999-08-06 03:22:21,Windy,73,Bike,No
11.07,76.91,2022-06-30 11:43:55,Foggy,63,Truck,No
11.01,77.15,2023-06-28 08:57:14,Clear,40,Car,No
11.12,76.89,2001-06-20 00:53:20,Windy,66,Car,No
11.08,76.91,1997-09-13 15:21:29,Foggy,59,Bus,No
10.98,76.87,2009-03-10 04:25:23,Windy,68,Car,Yes
10.9,76.87,1997-08-30 23:16:06,Stormy,19,Bike,No
10.97,77.15,2017-04-25 08:15:29,Clear,75,Car,Yes
10.98,76.83,2024-08-05 05:28:13,Foggy,42,Bus,Yes
10.83,76.82,2005-10-17 14:39:04,Windy,41,Auto-rickshaw,No
11.18,77.0,2018-09-15 22:12:22,Rainy,66,Truck,No
11.12,77.2,2023-09-09 08:16:27,Rainy,69,Auto-rickshaw,No
11.0,77.04,2012-09-17 07:27:58,Stormy,77,Bus,No
11.04,76.96,2021-12-29 23:56:51,Windy,62,Bike,No
11.15,77.05,1999-06-06 22:35:18,Rainy,79,Bike,No
11.03,76.81,2013-11-08 18:48:19,Windy,67,Bike,No
11.18,76.88,2001-03-10 02:48:52,Clear,75,Auto-rickshaw,Yes
11.17,77.06,1990-08-01 16:55:10,Foggy,45,Bus,No
10.95,76.86,2008-05-28 06:59:03,Foggy,60,Auto-rickshaw,Yes
10.91,77.14,2022-11-24 15:11:49,Foggy,44,Bus,No
10.86,76.94,2000-07-18 11:42:51,Clear,45,Auto-rickshaw,No
11.16,76.98,2002-03-18 21:55:12,Foggy,79,Auto-rickshaw,No
10.93,77.17,2024-04-30 06:15:53,Foggy,35,Bike,No
11.01,77.15,2000-04-21 01:13:46,Clear,70,Bus,No
11.07,76.94,2000-09-12 05:13:44,Stormy,43,Truck,Yes
11.12,77.01,2011-09-13 23:22:37,Foggy,28,Bike,No
11.01,76.88,2015-10-16 17:30:13,Rainy,39,Car,Yes
10.97,76.85,2002-10-03 08:49:05,Clear,76,Auto-rickshaw,Yes
11.1,76.97,2015-02-15 02:39:31,Rainy,36,Bike,No
11.19,77.16,1998-01-28 15:09:36,Clear,65,Truck,No
11.02,77.16,1990-08-04 02:35:34,Clear,41,Car,Yes
10.96,76.93,2021-07-29 21:23:29,Rainy,23,Car,Yes
11.16,76.88,1994-05-25 06:15:10,Rainy,29,Bus,Yes
10.82,76.85,2011-11-21 04:39:27,Stormy,19,Bus,No
11.18,76.94,2016-07-15 00:18:58,Foggy,45,Car,Yes
10.84,76.93,2002-03-18 21:55:12,Clear,33,Bus,No
10.93,77.15,2003-08-23 19:49:18,Rainy,47,Auto-rickshaw,No
10.82,77.1,1997-04-03 11:32:44,Windy,42,Car,No
10.81,76.91,2002-11-28 23:05:36,Rainy,54,Auto-rickshaw,Yes
11.05,77.16,2013-06-15 22:52:02,Windy,51,Truck,Yes
11.05,77.18,2018-07-30 15:47:05,Stormy,38,Bike,Yes
11.08,76.92,2008-12-11 16:22:12,Rainy,32,Truck,Yes
11.16,77.05,1997-04-03 11:32:44,Rainy,62,Bus,Yes
11.16,77.06,1993-01-06 07:30:22,Rainy,31,Truck,Yes
10.98,76.84,2022-01-07 13:12:10,Windy,64,Bus,No
11.14,77.01,2004-04-06 23:03:35,Clear,55,Car,Yes
11.17,77.01,2010-09-28 04:55:30,Windy,64,Bike,No
11.03,77.15,1999-06-14 16:06:05,Stormy,46,Bike,No
11.07,76.95,2022-03-07 23:47:58,Clear,30,Truck,Yes
11.15,77.02,2007-10-04 08:53:45,Stormy,69,Bike,Yes
11.07,77.14,2004-10-02 18:24:48,Windy,33,Auto-rickshaw,Yes
11.04,77.06,2006-08-25 19:56:31,Stormy,69,Bus,Yes
10.92,77.1,2008-05-28 06:59:03,Rainy,55,Auto-rickshaw,No
10.83,76.86,2011-03-14 02:18:12,Rainy,24,Auto-rickshaw,No
11.07,77.05,2022-07-27 00:31:02,Windy,64,Bike,No
11.14,77.12,2021-02-06 17:45:05,Stormy,22,Car,Yes
11.1,77.08,1992-08-04 12:28:46,Windy,39,Bus,Yes
10.84,76.96,2011-04-06 05:39:31,Stormy,52,Car,No
11.03,76.9,2008-09-02 22:47:13,Windy,46,Bus,No
11.03,77.16,2014-02-07 13:31:25,Clear,29,Car,Yes
11.02,76.93,1996-05-23 02:07:37,Rainy,58,Auto-rickshaw,Yes
11.06,76.99,2024-11-13 09:34:00,Stormy,31,Auto-rickshaw,No
10.95,77.07,2018-07-30 15:47:05,Rainy,68,Bike,No
11.18,76.82,1999-10-12 00:56:32,Windy,29,Truck,No
11.08,77.11,2007-10-04 08:53:45,Windy,44,Car,Yes
10.92,77.06,2020-01-16 22:51:46,Rainy,79,Car,No
11.11,77.04,2004-05-14 14:33:44,Clear,41,Bike,Yes
11.04,77.11,2001-03-10 02:48:52,Rainy,20,Car,Yes
10.81,77.06,1998-03-04 18:29:59,Windy,30,Bus,No
11.19,77.0,1995-12-02 02:24:02,Foggy,61,Auto-rickshaw,Yes
10.98,77.03,2001-10-13 19:37:38,Foggy,78,Bus,Yes
11.13,76.99,1991-01-20 23:25:19,Windy,58,Auto-rickshaw,No
11.19,77.03,1995-06-08 05:56:21,Foggy,72,Auto-rickshaw,No
11.17,77.03,2018-07-07 11:43:15,Foggy,38,Auto-rickshaw,No
11.11,76.86,2018-11-11 10:18:10,Stormy,60,Car,No
11.16,76.85,1999-12-18 17:21:21,Foggy,78,Truck,No
11.15,76.93,2001-01-10 14:50:57,Rainy,71,Auto-rickshaw,Yes
10.88,76.91,2017-12-01 16:47:03,Stormy,69,Bike,Yes
11.17,77.03,2022-03-06 18:41:59,Rainy,18,Truck,No
10.86,77.02,2003-04-07 19:46:56,Rainy,43,Bike,No
11.06,76.95,2004-10-02 18:24:48,Foggy,37,Truck,Yes
10.91,76.82,2021-12-29 23:56:51,Rainy,49,Bus,No
10.99,77.05,1996-10-06 22:36:57,Windy,28,Car,No
11.08,76.8,2008-09-29 08:33:04,Clear,56,Bus,Yes
11.03,77.17,2019-02-21 14:59:47,Stormy,68,Truck,Yes
11.14,77.13,2017-01-27 09:57:07,Stormy,63,Bus,Yes
10.92,76.82,2009-01-06 07:14:11,Rainy,70,Bike,No
11.02,76.9,2016-08-14 21:47:38,Foggy,19,Bus,No
11.05,77.13,2024-05-03 14:32:10,Foggy,75,Bike,No
10.81,77.14,2005-06-26 12:26:18,Stormy,53,Car,No
10.92,77.18,1990-02-18 20:28:46,Rainy,63,Truck,Yes
10.98,77.03,2015-07-28 09:49:16,Rainy,50,Truck,No
10.85,77.07,1995-01-12 23:11:09,Rainy,23,Car,Yes
11.19,77.11,2005-06-26 12:26:18,Stormy,43,Bike,No
11.02,76.81,1992-04-03 01:58:45,Clear,27,Bike,No
10.91,76.87,2001-01-03 10:49:04,Foggy,63,Bus,Yes
11.16,77.06,1996-04-09 04:08:08,Clear,21,Truck,Yes
11.16,76.85,2006-02-01 02:45:08,Foggy,29,Bus,Yes
11.04,77.16,2013-03-29 16:16:26,Rainy,20,Bike,Yes
11.13,76.85,2023-05-19 10:14:01,Clear,51,Bus,No
10.81,76.95,2001-03-10 02:48:52,Rainy,70,Bus,No
10.86,76.84,2023-08-15 14:44:50,Rainy,30,Bike,No
11.01,76.89,2021-03-28 05:37:17,Windy,45,Bus,No
11.12,76.92,1996-04-09 04:08:08,Clear,79,Bus,No
11.09,76.94,2009-08-03 17:18:18,Foggy,33,Bus,Yes
11.04,77.1,2006-11-19 00:27:42,Stormy,40,Truck,Yes
10.81,77.04,2009-05-03 07:43:18,Rainy,25,Bike,No
11.01,76.96,2007-12-25 21:24:23,Windy,30,Truck,No
11.06,76.8,2023-04-28 19:23:51,Stormy,54,Auto-rickshaw,Yes
11.19,77.01,1993-09-04 18:13:16,Clear,20,Car,Yes
11.04,77.19,2003-04-28 01:43:09,Clear,72,Bus,No
10.83,76.98,1993-09-04 18:13:16,Stormy,18,Bus,No
11.16,77.2,1991-02-15 23:48:02,Stormy,36,Auto-rickshaw,Yes
10.87,76.94,2003-08-23 19:49:18,Foggy,43,Auto-rickshaw,Yes
11.0,77.07,2008-11-25 13:52:51,Rainy,73,Truck,Yes
10.92,76.89,1992-11-25 13:01:05,Rainy,47,Truck,No
10.8,76.86,2013-11-20 03:03:37,Clear,20,Bus,Yes
10.99,76.92,1990-10-21 00:48:27,Clear,48,Bike,Yes
10.91,76.93,1997-08-22 07:39:07,Foggy,40,Bike,No
10.97,77.03,2021-12-29 23:56:51,Windy,23,Car,Yes
11.19,76.95,1993-07-29 00:41:37,Windy,59,Bike,Yes
10.88,76.86,2008-05-28 06:59:03,Foggy,66,Bus,No
11.17,77.11,2006-04-29 07:41:34,Clear,33,Bus,No
11.0,77.01,2012-07-12 08:27:16,Rainy,40,Bus,No
11.13,77.19,2015-08-10 13:06:41,Windy,69,Truck,No
10.86,77.06,1992-05-21 13:47:55,Windy,54,Truck,No
11.06,76.93,2000-08-20 05:14:22,Clear,23,Bike,Yes
11.16,76.8,1994-02-01 03:47:08,Rainy,59,Car,Yes
11.0,76.95,2015-11-05 03:48:46,Clear,75,Truck,Yes
10.97,77.02,2005-01-12 03:26:11,Rainy,22,Bike,Yes
10.99,76.98,1996-05-21 21:22:26,Stormy,20,Bus,No
11.03,77.13,1995-10-29 12:23:19,Clear,27,Car,No
10.96,77.2,2006-02-23 15:43:15,Foggy,31,Truck,No
10.83,76.99,2001-08-10 05:44:02,Windy,61,Truck,Yes
10.85,76.86,1990-08-01 16:55:10,Rainy,29,Auto-rickshaw,No
11.02,76.97,2008-12-03 18:31:03,Rainy,54,Car,Yes
11.09,77.11,2006-02-18 12:17:12,Rainy,43,Car,No
11.02,77.03,2021-12-29 23:56:51,Clear,56,Bus,No
11.11,76.86,2016-04-24 09:53:06,Stormy,30,Car,Yes
11.14,76.82,2015-08-29 14:10:31,Windy,44,Bike,Yes
11.08,77.18,2015-10-16 17:30:13,Clear,74,Truck,No
10.94,77.07,1996-05-23 02:07:37,Clear,42,Bus,No
10.91,76.85,2015-11-28 15:05:22,Foggy,38,Truck,Yes
10.87,77.18,1999-08-13 22:50:59,Stormy,50,Truck,Yes
10.91,76.83,2009-03-10 04:25:23,Windy,42,Bike,No
11.06,76.86,2010-02-17 04:14:59,Clear,72,Auto-rickshaw,Yes
10.82,77.03,2001-10-24 13:55:40,Windy,66,Bus,Yes
11.08,76.89,1999-06-14 16:06:05,Stormy,28,Auto-rickshaw,Yes
11.1,76.85,2023-08-21 22:28:47,Foggy,18,Car,Yes
10.98,76.96,2020-12-06 01:22:51,Foggy,28,Truck,Yes
11.1,77.06,2013-12-17 07:26:32,Clear,59,Bike,Yes
11.19,76.83,1998-04-01 19:24:39,Clear,28,Auto-rickshaw,Yes
11.09,77.06,1999-12-18 17:21:21,Foggy,69,Bike,Yes
11.1,77.03,2008-05-28 06:59:03,Rainy,73,Auto-rickshaw,Yes
10.84,77.11,2023-09-24 16:58:38,Stormy,26,Bus,No
10.86,76.95,1994-01-11 22:50:26,Rainy,59,Bus,Yes
11.13,77.11,2021-01-25 23:23:00,Stormy,73,Bike,Yes
11.19,77.09,1995-07-11 10:05:27,Stormy,37,Truck,No
11.04,76.96,2021-04-12 12:50:43,Windy,74,Car,No
11.14,77.02,2021-06-07 12:09:39,Foggy,32,Auto-rickshaw,Yes
10.93,77.11,2023-07-04 23:57:57,Windy,31,Bus,No
11.04,77.19,2022-01-07 13:12:10,Windy,18,Auto-rickshaw,No
11.12,77.19,2011-12-27 18:37:45,Stormy,56,Auto-rickshaw,Yes
10.94,77.07,2009-11-04 19:41:05,Foggy,55,Car,Yes
10.97,77.02,2008-09-29 08:33:04,Windy,50,Bus,Yes
11.12,77.18,2000-12-10 01:00:09,Clear,78,Bike,No
11.05,76.82,2023-08-21 22:28:47,Clear,23,Bus,No
10.83,76.99,2008-12-11 16:22:12,Foggy,61,Bus,Yes
11.13,76.92,2010-10-31 20:23:30,Foggy,53,Car,Yes
11.16,76.84,2014-02-28 01:10:25,Stormy,21,Auto-rickshaw,No
11.11,76.95,1992-05-21 13:47:55,Windy,30,Bike,No
10.93,77.2,2021-06-22 06:21:15,Clear,18,Truck,No
11.09,77.03,2004-12-26 09:58:06,Clear,54,Bike,No
10.97,76.93,2000-10-07 00:53:41,Clear,21,Car,No
11.13,76.93,2021-03-28 05:37:17,Rainy,39,Auto-rickshaw,Yes
10.88,77.14,2024-08-05 05:28:13,Windy,79,Bus,No
10.87,77.15,2015-08-12 15:15:47,Windy,32,Truck,Yes
11.01,76.9,2020-01-16 22:51:46,Windy,18,Car,Yes
11.02,76.89,1996-04-09 04:08:08,Windy,32,Auto-rickshaw,Yes
11.16,76.81,2001-06-20 00:53:20,Clear,56,Car,No
11.17,76.93,2014-02-28 01:10:25,Foggy,54,Bike,No
10.87,77.08,2022-01-25 04:12:27,Foggy,55,Truck,Yes
11.04,77.18,1998-07-29 20:54:52,Clear,53,Truck,Yes
10.93,77.03,2009-03-10 04:25:23,Clear,68,Car,Yes
11.01,77.08,2008-12-03 18:31:03,Clear,41,Truck,No
10.88,76.99,2000-04-21 01:13:46,Clear,75,Bus,Yes
10.89,77.12,2001-08-10 05:44:02,Foggy,30,Bus,No
10.98,76.88,1996-01-22 13:17:36,Clear,51,Auto-rickshaw,Yes
10.83,76.85,1991-01-20 23:25:19,Windy,66,Truck,Yes
10.88,77.2,2021-01-25 23:23:00,Foggy,51,Bus,Yes
10.98,77.07,2014-11-27 06:51:47,Clear,18,Bus,No
11.06,76.89,2012-11-04 20:59:02,Windy,22,Bike,Yes
11.03,76.91,2001-05-31 17:21:20,Clear,32,Auto-rickshaw,No
11.15,77.18,1998-06-05 01:59:35,Windy,64,Bike,Yes
10.94,76.98,2021-07-09 01:03:20,Rainy,36,Car,Yes
10.82,76.99,2003-08-23 19:49:18,Windy,47,Truck,No
10.97,76.89,2005-02-15 23:29:50,Clear,59,Bus,No
11.04,77.0,2023-06-28 08:57:14,Rainy,40,Car,Yes
11.01,76.84,2017-01-27 09:57:07,Clear,20,Auto-rickshaw,No
11.14,77.19,2006-02-23 15:43:15,Windy,47,Car,Yes
11.09,76.95,2009-11-07 20:08:16,Stormy,22,Car,No
11.12,77.14,2016-08-14 21:47:38,Clear,63,Bus,Yes
10.99,76.83,1992-01-03 18:53:27,Clear,36,Car,Yes
11.01,77.15,2014-11-13 02:25:22,Clear,34,Auto-rickshaw,Yes
10.88,76.91,1991-04-22 20:31:12,Foggy,61,Bus,No
11.13,76.91,2020-05-31 11:40:57,Windy,53,Car,No
11.1,77.05,2007-10-19 14:29:48,Clear,59,Bus,Yes
11.18,77.01,2023-02-07 12:07:26,Clear,69,Bus,Yes
10.99,76.83,2021-04-12 20:13:00,Clear,18,Auto-rickshaw,Yes
10.85,77.12,2014-05-15 00:10:35,Stormy,44,Bus,Yes
11.2,77.02,2021-02-06 17:45:05,Rainy,37,Auto-rickshaw,Yes
10.95,76.99,2002-10-20 21:24:43,Rainy,76,Car,No
11.06,76.92,1997-01-16 05:28:19,Stormy,73,Bike,No
11.09,76.98,2008-10-23 13:47:27,Foggy,29,Car,No
10.87,76.99,2009-10-03 13:39:08,Stormy,78,Truck,No
11.14,77.15,2017-05-16 00:20:30,Windy,71,Car,No
11.13,77.03,2005-06-26 12:26:18,Clear,73,Bus,Yes
11.01,76.91,2005-05-03 03:12:15,Clear,28,Auto-rickshaw,No
10.8,76.86,2015-10-16 17:30:13,Clear,70,Auto-rickshaw,Yes
11.17,76.9,1994-04-26 12:06:37,Rainy,34,Bus,Yes
11.13,77.09,2012-03-31 19:55:17,Rainy,71,Bus,Yes
10.9,77.16,2003-11-20 15:18:37,Foggy,46,Bike,Yes
10.89,77.0,1995-08-30 12:44:43,Stormy,47,Bus,No
11.18,76.84,2006-01-22 22:26:23,Rainy,33,Auto-rickshaw,Yes
10.91,76.9,2010-12-05 06:49:22,Foggy,61,Bus,No
11.01,76.99,2015-01-16 16:45:42,Foggy,74,Bus,No
11.06,76.88,1990-06-17 11:24:34,Stormy,65,Car,Yes
10.96,77.15,2012-02-10 08:10:38,Windy,73,Bike,Yes
10.99,76.98,2006-08-06 07:00:54,Clear,39,Auto-rickshaw,Yes
10.82,76.92,1992-01-14 16:15:23,Clear,77,Bus,Yes
11.06,77.0,2024-10-15 23:16:18,Clear,31,Car,Yes
10.82,77.14,2005-10-17 14:39:04,Stormy,19,Bike,No
10.9,77.16,1997-08-30 23:16:06,Clear,78,Auto-rickshaw,No
11.01,76.85,1998-06-05 01:59:35,Windy,48,Truck,No
10.91,77.19,2023-08-21 22:28:47,Foggy,70,Truck,No
10.96,76.82,1992-08-04 12:28:46,Stormy,61,Bike,Yes
10.98,77.08,1996-10-19 21:25:39,Rainy,56,Car,No
11.11,76.89,2011-03-14 02:18:12,Stormy,30,Car,Yes
11.03,77.1,2018-09-15 22:12:22,Foggy,72,Truck,No
10.87,77.05,2021-01-16 04:25:56,Foggy,28,Truck,Yes
10.88,77.04,2016-05-31 22:59:04,Foggy,66,Truck,No
10.9,77.06,2014-11-13 02:25:22,Clear,42,Bus,No
11.04,76.83,2002-09-07 10:32:38,Windy,55,Bus,No
10.93,77.1,2019-07-16 13:42:32,Clear,68,Car,No
11.17,76.82,2013-06-15 22:52:02,Clear,73,Auto-rickshaw,Yes
10.84,76.98,2018-05-07 23:57:04,Foggy,78,Truck,No
10.95,77.12,1990-12-13 15:46:00,Windy,66,Bus,Yes
11.01,76.86,2001-10-04 10:03:45,Foggy,60,Bus,No
11.04,77.0,2006-08-25 19:56:31,Stormy,72,Car,Yes
11.03,77.18,2021-05-20 01:08:13,Stormy,73,Bus,Yes
11.18,77.0,1997-09-13 15:21:29,Clear,48,Auto-rickshaw,No
10.97,76.85,1992-08-04 12:28:46,Rainy,74,Auto-rickshaw,No
10.83,76.85,2017-04-25 08:15:29,Stormy,34,Bus,No
10.96,77.11,2013-08-27 03:57:47,Foggy,60,Auto-rickshaw,No
11.17,77.06,1997-04-02 16:47:31,Stormy,76,Bike,Yes
11.19,76.96,1994-07-16 16:26:31,Rainy,25,Auto-rickshaw,Yes
10.88,77.06,2024-10-15 23:16:18,Clear,25,Car,Yes
10.89,77.17,2011-03-13 13:03:30,Clear,42,Auto-rickshaw,Yes
10.81,76.92,2001-03-10 02:48:52,Rainy,77,Auto-rickshaw,Yes
11.12,77.15,2004-08-22 08:00:44,Rainy,43,Bus,Yes
11.14,76.96,1996-10-10 21:17:20,Clear,72,Car,No
11.01,76.9,2023-02-07 12:07:26,Foggy,74,Bike,No
10.86,77.06,2015-07-28 09:49:16,Windy,44,Bus,No
11.19,77.12,2007-05-16 05:31:11,Foggy,78,Car,No
11.06,77.07,2024-01-14 21:57:06,Stormy,25,Truck,No
10.95,77.04,2014-02-28 01:10:25,Clear,60,Truck,Yes
11.09,76.95,2012-04-11 13:15:11,Stormy,50,Car,Yes
10.82,76.94,2011-03-14 02:18:12,Foggy,55,Bike,Yes
11.13,76.9,2022-08-23 06:52:57,Foggy,40,Bike,No
11.14,77.05,2011-12-28 06:48:28,Foggy,53,Truck,Yes
11.05,76.83,2018-05-06 20:14:14,Windy,48,Car,No
10.98,77.17,2011-09-20 06:47:44,Stormy,69,Bus,No
10.88,77.08,2018-10-11 11:30:00,Stormy,60,Auto-rickshaw,Yes
10.87,76.82,1999-02-12 22:54:44,Stormy,61,Bus,Yes
11.11,77.18,2013-02-26 07:30:43,Foggy,63,Auto-rickshaw,No
11.2,76.98,2016-04-24 09:53:06,Windy,20,Bike,Yes
11.19,76.95,1997-06-27 03:39:18,Windy,77,Auto-rickshaw,No
10.95,76.98,2001-06-20 00:53:20,Clear,27,Bike,No
10.95,77.1,1990-08-01 16:55:10,Clear,32,Truck,Yes
10.87,77.17,2012-11-22 07:47:07,Foggy,48,Auto-rickshaw,No
11.02,76.97,2019-09-04 17:42:30,Clear,67,Auto-rickshaw,No
11.19,77.19,2016-07-02 04:53:12,Foggy,60,Truck,Yes
10.99,77.11,2000-10-24 14:06:12,Rainy,26,Car,No
11.1,76.87,1992-01-14 16:15:23,Foggy,21,Bus,No
11.04,77.06,2013-05-31 19:01:09,Stormy,41,Bus,Yes
10.98,77.0,2014-04-07 02:14:05,Clear,43,Bus,Yes
11.2,76.83,2018-01-04 21:38:56,Rainy,21,Auto-rickshaw,Yes
11.12,77.11,2007-01-21 11:05:37,Clear,30,Auto-rickshaw,Yes
10.95,76.91,2001-10-24 13:55:40,Rainy,60,Truck,Yes
10.81,76.93,2016-05-03 02:47:33,Rainy,63,Auto-rickshaw,Yes
10.95,76.93,2015-02-15 02:39:31,Windy,24,Bus,No
11.12,76.9,2004-08-22 08:00:44,Windy,43,Bus,Yes
10.85,77.18,1997-01-16 05:28:19,Rainy,69,Bus,No
10.99,77.19,2016-07-25 03:03:03,Windy,78,Car,No
11.02,77.17,2012-05-15 20:04:39,Stormy,37,Auto-rickshaw,Yes
10.86,77.07,2007-01-21 08:44:31,Clear,67,Bus,Yes
10.85,76.89,2006-08-06 07:00:54,Rainy,20,Bike,No
10.82,76.9,2020-04-05 13:25:35,Stormy,66,Truck,Yes
10.83,76.99,2006-09-02 05:45:01,Foggy,54,Car,Yes
11.18,76.93,2022-03-07 23:47:58,Rainy,49,Truck,No
11.17,76.98,1998-08-05 21:29:06,Windy,30,Bike,Yes
11.07,76.81,2017-05-16 00:20:30,Clear,59,Truck,No
10.82,76.88,2009-10-03 13:39:08,Clear,72,Bus,Yes
11.17,77.01,2012-04-11 13:15:11,Stormy,77,Bike,Yes
10.94,76.9,2011-09-13 23:22:37,Rainy,69,Truck,Yes
11.08,77.14,2016-07-15 00:18:58,Rainy,77,Auto-rickshaw,Yes
10.88,77.07,2023-09-24 16:58:38,Foggy,54,Truck,No
10.96,77.17,2018-03-09 08:39:46,Windy,51,Bus,No
11.03,76.98,2014-10-13 22:29:14,Foggy,70,Auto-rickshaw,Yes
11.07,76.86,2022-03-06 18:41:59,Stormy,73,Bike,Yes
